run_id,benchmark,kernel,group,arm,model,class,repeat,dp_alone_trials,dp_alone_outcomes,dp_alone_parallel,dp_alone_speedup_vs_seq,agent_outcome,agent_speedup_vs_seq,agent_vs_dp_alone,timing_comparable,rewrites_kept,llm_calls,verdict
e1_d,tsvc/s3112,s3112,,default,claude-haiku-4-5-20251001,D,1,3,"no-change,no-change,no-change",False,1.0,no-change,1.0,1.0,True,0,1,neither
e1_d,tsvc/s3112,s3112,,default,claude-haiku-4-5-20251001,D,2,3,"no-change,no-change,no-change",False,1.0,no-change,1.0,1.0,True,0,1,neither
e1_d,tsvc/s3112,s3112,,default,claude-haiku-4-5-20251001,D,3,3,"no-change,no-change,no-change",False,1.0,no-change,1.0,1.0,True,0,3,neither
e1_d,tsvc/s321,s321,,default,claude-haiku-4-5-20251001,D,1,3,"no-change,no-change,no-change",False,1.0,no-change,1.0,1.0,True,0,9,neither
e1_d,tsvc/s321,s321,,default,claude-haiku-4-5-20251001,D,2,3,"no-change,no-change,no-change",False,1.0,no-change,1.0,1.0,True,0,5,neither
e1_d,tsvc/s321,s321,,default,claude-haiku-4-5-20251001,D,3,3,"no-change,no-change,no-change",False,1.0,no-change,1.0,1.0,True,0,9,neither
e1_d,tsvc/s322,s322,,default,claude-haiku-4-5-20251001,D,1,3,"no-change,no-change,no-change",False,1.0,no-change,1.0,1.0,True,0,9,neither
e1_d,tsvc/s322,s322,,default,claude-haiku-4-5-20251001,D,2,3,"no-change,no-change,no-change",False,1.0,no-change,1.0,1.0,True,0,9,neither
e1_d,tsvc/s322,s322,,default,claude-haiku-4-5-20251001,D,3,3,"no-change,no-change,no-change",False,1.0,no-change,1.0,1.0,True,0,9,neither
e1_d,tsvc/s323,s323,,default,claude-haiku-4-5-20251001,D,1,3,"no-change,no-change,no-change",False,1.0,no-change,1.0,1.0,True,0,5,neither
e1_d,tsvc/s323,s323,,default,claude-haiku-4-5-20251001,D,2,3,"no-change,no-change,no-change",False,1.0,no-change,1.0,1.0,True,0,6,neither
e1_d,tsvc/s323,s323,,default,claude-haiku-4-5-20251001,D,3,3,"no-change,no-change,no-change",False,1.0,no-change,1.0,1.0,True,0,2,neither
